audio;stim_lev;vol;left;right;stim;Hz;categorie;training_loop.thisRepN;training_loop.thisTrialN;training_loop.thisN;training_loop.thisIndex;stim_loop.thisRepN;stim_loop.thisTrialN;stim_loop.thisN;stim_loop.thisIndex;stim_test.thisRepN;stim_test.thisTrialN;stim_test.thisN;stim_test.thisIndex;stim_neutral_loop.thisRepN;stim_neutral_loop.thisTrialN;stim_neutral_loop.thisN;stim_neutral_loop.thisIndex;stim_neutral31_loop.thisRepN;stim_neutral31_loop.thisTrialN;stim_neutral31_loop.thisN;stim_neutral31_loop.thisIndex;conterbalencement.thisRepN;conterbalencement.thisTrialN;conterbalencement.thisN;conterbalencement.thisIndex;istr_nh_loop.thisRepN;istr_nh_loop.thisTrialN;istr_nh_loop.thisN;istr_nh_loop.thisIndex;nh_loop_trials.thisRepN;nh_loop_trials.thisTrialN;nh_loop_trials.thisN;nh_loop_trials.thisIndex;istr_nb_loop.thisRepN;istr_nb_loop.thisTrialN;istr_nb_loop.thisN;istr_nb_loop.thisIndex;nb_loop_trials.thisRepN;nb_loop_trials.thisTrialN;nb_loop_trials.thisN;nb_loop_trials.thisIndex;conterbalencement2.thisRepN;conterbalencement2.thisTrialN;conterbalencement2.thisN;conterbalencement2.thisIndex;istr_hn_loop.thisRepN;istr_hn_loop.thisTrialN;istr_hn_loop.thisN;istr_hn_loop.thisIndex;hn_loop_trials.thisRepN;hn_loop_trials.thisTrialN;hn_loop_trials.thisN;hn_loop_trials.thisIndex;istr_bn_loop.thisRepN;istr_bn_loop.thisTrialN;istr_bn_loop.thisN;istr_bn_loop.thisIndex;bn_loop_trials.thisRepN;bn_loop_trials.thisTrialN;bn_loop_trials.thisN;bn_loop_trials.thisIndex;arousal_loop.thisRepN;arousal_loop.thisTrialN;arousal_loop.thisN;arousal_loop.thisIndex;valence_loop.thisRepN;valence_loop.thisTrialN;valence_loop.thisN;valence_loop.thisIndex;sound_1.started;sound_1.stopped;txt_wait.started;txt_wait.stopped;amplitude_5hz;sound_2.started;sound_2.stopped;amplitude_31hz;sound_6.started;sound_6.stopped;img_nh_right.started;img_nh_right.stopped;img_nh_left.started;img_nh_left.stopped;img_trial_right.started;img_trial_right.stopped;img_trial_left.started;img_trial_left.stopped;resp.keys;resp.rt;resp.started;resp.stopped;sound_3.started;sound_3.stopped;img_nb_right.started;img_nb_right.stopped;img_nb_left.started;img_nb_left.stopped;half_break_left.started;half_break_left.stopped;kb_half_break.keys;kb_half_break.rt;kb_half_break.started;kb_half_break.stopped;img_hn_right.started;img_hn_right.stopped;img_hn_left.started;img_hn_left.stopped;img_bn_right.started;img_bn_right.stopped;img_bn_left.started;img_bn_left.stopped;img_arousal_right.started;img_arousal_right.stopped;img_arousal_left.started;img_arousal_left.stopped;img_val_right.started;img_val_right.stopped;img_val_left.started;img_val_left.stopped;kb_valuation.keys;kb_valuation.rt;kb_valuation.started;kb_valuation.stopped;sound_4.started;sound_4.stopped;img_valence_right.started;img_valence_right.stopped;img_valence_left.started;img_valence_left.stopped;txt_end_right.started;txt_end_right.stopped;txt_end_left.started;txt_end_left.stopped;participant;session;practice;stim_setting;date;expName;psychopyVersion;frameRate;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1264.371936100004;None;1264.371936100004;None;"['j', 'l', 'j', 'k', 'l', 'j']";"[2.0882007890031673, 4.068134036999254, 9.331095646004542, 12.175137188001827, 23.386044027000025, 26.69608958000026]";1264.371936100004;None;1264.368629132;1294.3685054980015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1299.4080040679983;None;1299.4080040679983;None;"['j', 'j', 'k', 'l', 'k', 'l', 'j']";"[2.0120115369936684, 8.961919025998213, 11.596923271994456, 13.051143369993952, 19.527183828999114, 22.456028099994, 28.822069265996106]";1299.4080040679983;None;1299.4017072369998;1329.4012564639997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;4;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1334.4347832580024;None;1334.4347832580024;None;"['k', 'j', 'k']";"[5.797228968003765, 12.434260417998303, 20.72238530100003]";1334.4347832580024;None;1334.4345760930037;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;0;5;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1369.4586492099988;None;1369.4586492099988;None;"['k', 'j', 'k', 'k', 'j', 'j']";"[3.258377539998037, 5.922325191000709, 14.959622628004581, 21.145494459000474, 24.653413533000275, 27.86147237499972]";1369.4586492099988;None;1369.4506564260037;1399.4500814280036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;0;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1404.4880974249972;None;1404.4880974249972;None;"['k', 'k', 'l', 'k', 'l', 'j', 'k', 'j']";"[2.6880595959955826, 9.943061496000155, 11.137980539999262, 16.826839389999805, 17.446928678000404, 18.820018492995587, 21.678086494001036, 27.55483624599583]";1404.4880974249972;None;1404.483129494004;1434.483075586002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;1;7;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1439.5223855689983;None;1439.5223855689983;None;"['k', 'j', 'j', 'k', 'j', 'k', 'l', 'j']";"[4.564574007999909, 8.235783784999512, 12.595692871997016, 14.224620518994925, 17.015778574997967, 21.252662531995156, 26.942739562997303, 28.464715647998673]";1439.5223855689983;None;1439.5161975960027;1469.5160346940029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;2;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1474.5524671520034;None;1474.5524671520034;None;"['j', 'k', 'j', 'l', 'l', 'k', 'l', 'k', 'k', 'j']";"[2.8285305090030306, 4.3637291330014705, 7.245673873003398, 10.026707235003414, 12.226538736998918, 13.254701304002083, 15.327581242003362, 18.566637839998293, 21.55358793600317, 27.082698648999212]";1474.5524671520034;None;1474.548932665998;1504.5488070249994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;3;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1509.5821855989998;None;1509.5821855989998;None;"['j', 'k', 'k', 'j', 'k', 'j', 'l']";"[2.1659463179967133, 5.238932113999908, 9.829827598994598, 15.605908205994638, 16.781921271998726, 20.712807418996817, 28.53479351599526]";1509.5821855989998;None;1509.5818686880039;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;4;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1544.6028532869968;None;1544.6028532869968;None;"['j', 'k', 'k', 'j', 'k', 'k', 'j', 'j', 'j', 'l']";"[3.7013307770030224, 5.2572586860042065, 11.815257504000328, 13.256055566998839, 15.817311912003788, 17.036282997003582, 18.377284873000463, 21.007224644003145, 24.60216567900352, 25.75935814100376]";1544.6028532869968;None;1544.598053568002;1574.5977807710005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;1;5;11;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1579.631576206004;None;1579.631576206004;None;"['j', 'j', 'k', 'k', 'j', 'k', 'j']";"[1.5236475510027958, 6.780448390003585, 10.78347258699796, 14.020582454999385, 20.24762104399997, 22.319611267004802, 28.636442488998]";1579.631576206004;None;1579.6309635969983;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1612.6390115910035;None;1612.6390115910035;None;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;1646.330294311003;None;1646.330294311003;None;"['j', 'l', 'k', 'l', 'k']";"[0.9838616019987967, 9.583769258002576, 13.679714855999919, 21.781650212004024, 28.9228711379983]";1646.330294311003;None;1646.3298478930037;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;1;1;3;;;;;;;;;;;;;;;;;;;;;;;1681.3520209679991;None;1681.3520209679991;None;"['j', 'l', 'j']";"[2.6651037510018796, 21.698014208006498, 26.75599648800562]";1681.3520209679991;None;1681.3462770249998;1711.345912939003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11BFI.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;1716.383898123997;None;1716.383898123997;None;"['j', 'k']";"[1.942249419997097, 8.836295294997399]";1716.383898123997;None;1716.3791099449982;1746.378782603002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;3;3;4;;;;;;;;;;;;;;;;;;;;;;;1751.4154036149994;None;1751.4154036149994;None;"['l', 'k', 'l', 'k', 'k', 'k']";"[5.48959227999876, 11.218775625995477, 14.751756419995218, 18.372605236996606, 21.840711466997163, 29.498748364996572]";1751.4154036149994;None;1751.4120710590023;1781.4115715970038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;4;4;1;;;;;;;;;;;;;;;;;;;;;;;1786.4521651600007;None;1786.4521651600007;None;['j'];[2.219999298999028];1786.4521651600007;None;1786.4449185660005;1816.444421111999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;1821.4787842939986;None;1821.4787842939986;None;"['j', 'k', 'k', 'l', 'j']";"[1.9703722810008912, 11.760276008004439, 15.966286877999664, 22.748298302001785, 27.39234315200156]";1821.4787842939986;None;1821.477737488999;1851.4772003539983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;0;6;5;;;;;;;;;;;;;;;;;;;;;;;1856.511306020002;None;1856.511306020002;None;"['j', 'k', 'k', 'j']";"[2.2468112830028986, 6.241751858004136, 19.9116834650049, 26.77474425600667]";1856.511306020002;None;1856.5105506770005;1886.5101226309998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;1;7;0;;;;;;;;;;;;;;;;;;;;;;;1891.5509519670013;None;1891.5509519670013;None;"['j', 'k', 'j', 'l', 'l']";"[2.2232529370012344, 7.157100701006129, 17.70025573100429, 19.822083207000105, 26.044009138000547]";1891.5509519670013;None;1891.543403270999;1921.542962806001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;2;8;3;;;;;;;;;;;;;;;;;;;;;;;1926.581457045002;None;1926.581457045002;None;"['j', 'k', 'k', 'k', 'k', 'j']";"[1.1826944970016484, 5.065608741002507, 10.238537521996477, 16.85467057400092, 23.02951660299732, 26.003641297997092]";1926.581457045002;None;1926.576070101003;1956.5758079959996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;3;9;1;;;;;;;;;;;;;;;;;;;;;;;1961.6123193890016;None;1961.6123193890016;None;"['j', 'k', 'j']";"[2.851847915997496, 12.75684167700092, 17.323821206999128]";1961.6123193890016;None;1961.609102327001;1991.6086077009968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11BFI.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;4;10;2;;;;;;;;;;;;;;;;;;;;;;;1996.6510084019974;None;1996.6510084019974;None;"['j', 'k', 'j']";"[1.6331615539966151, 13.031201851998048, 18.10399407299701]";1996.6510084019974;None;1996.6418825980027;2026.641683695998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;1;5;11;4;;;;;;;;;;;;;;;;;;;;;;;2031.6812632610017;None;2031.6812632610017;None;"['j', 'k', 'l', 'k', 'l', 'j']";"[1.8828738759984844, 12.177753996002139, 12.699845848001132, 16.278886086001876, 22.83868385400274, 27.52691545199923]";2031.6812632610017;None;2031.674690656003;2061.674275641002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11HAS.png;1;31;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2064.6910145910006;None;2064.6910145910006;None;2102.470739602002;None;2102.470739602002;None;6;2.8792408619992784;2102.470739602002;None;2102.457085598001;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11NES.png;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2107.398466603998;None;2107.398466603998;None;3;3.537338178997743;2107.398466603998;None;2107.3901492609975;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11BFI.png;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2112.979614110998;None;2112.979614110998;None;2;3.485310196003411;2112.979614110998;None;2112.9735735120003;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11HAS.png;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2118.511876466997;None;2118.511876466997;None;6;3.047197341998981;2118.511876466997;None;2118.5070144849988;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11HAS.png;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2123.6120853039974;None;2123.6120853039974;None;6;2.7876928440018673;2123.6120853039974;None;2123.606734349002;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11NES.png;1;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2128.445195114;None;2128.445195114;None;4;4.1059632190008415;2128.445195114;None;2128.4400734149995;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11BFI.png;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2134.5977253029996;None;2134.5977253029996;None;1;4.948776394994638;2134.5977253029996;None;2134.5899026340003;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11NES.png;1;31;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;7;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2141.598279375001;None;2141.598279375001;None;1;4.056325019999349;2141.598279375001;None;2141.5903214829987;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11BFI.png;1;31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;8;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2147.6961381619985;None;2147.6961381619985;None;2;3.7155845369998133;2147.6961381619985;None;2147.6896074860006;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11HAS.png;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2153.4587131989974;None;2153.4587131989974;None;7;5.36356039000384;2153.4587131989974;None;2153.456524807002;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11NES.png;1;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;10;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2160.8604530680022;None;2160.8604530680022;None;2;4.995705551002175;2160.8604530680022;None;2160.856114850004;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11BFI.png;1;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;11;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2167.895903880002;None;2167.895903880002;None;3;6.127917195997725;2167.895903880002;None;2167.8895647519994;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11BFI.png;1;31;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;12;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2176.076709064997;None;2176.076709064997;None;3;5.418442265996418;2176.076709064997;None;2176.072877841997;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11HAS.png;1;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;13;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2183.5420703089985;None;2183.5420703089985;None;6;3.722204056000919;2183.5420703089985;None;2183.5392309650006;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11BFI.png;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2189.3080289110003;None;2189.3080289110003;None;2;5.237149134998617;2189.3080289110003;None;2189.3056912650018;None;;;;;;;;;02;001;0;1;2022_Mar_22_1220;VR_setting;2021.2.3;59.97692052109131;
